date key,full date,day of week,day num in month,day num overall,day name,day abbrev,weekday flag,week num in year,week num overall,week begin date,week begin date key,month,month num overall,month name,month abbrev,quarter,year,yearmo,fiscal month,fiscal quarter,fiscal year,last day in month flag,same day year ago,,table insert statement
20090405,4/5/2009,7,5,461,Sunday,Sun,n,14,67,3/30/2009,20090330,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/5/2008,,"insert into Date_Dimension values(20090405, '2009-4-5',7, 5, 461, 'Sunday', 'Sun', 'n', 14, 67, '2009-3-30', 20090330, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-5')"
20090406,4/6/2009,1,6,462,Monday,Mon,y,15,68,4/6/2009,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/6/2008,,"insert into Date_Dimension values(20090406, '2009-4-6',1, 6, 462, 'Monday', 'Mon', 'y', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-6')"
20090407,4/7/2009,2,7,463,Tuesday,Tue,y,15,68,4/6/2009,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/7/2008,,"insert into Date_Dimension values(20090407, '2009-4-7',2, 7, 463, 'Tuesday', 'Tue', 'y', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-7')"
20090408,4/8/2009,3,8,464,Wednesday,Wed,y,15,68,4/6/2009,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/8/2008,,"insert into Date_Dimension values(20090408, '2009-4-8',3, 8, 464, 'Wednesday', 'Wed', 'y', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-8')"
20090409,4/9/2009,4,9,465,Thursday,Thu,y,15,68,4/6/2009,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/9/2008,,"insert into Date_Dimension values(20090409, '2009-4-9',4, 9, 465, 'Thursday', 'Thu', 'y', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-9')"
20090410,4/10/2009,5,10,466,Friday,Fri,y,15,68,4/6/2009,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/10/2008,,"insert into Date_Dimension values(20090410, '2009-4-10',5, 10, 466, 'Friday', 'Fri', 'y', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-10')"
20090411,4/11/2009,6,11,467,Saturday,Sat,n,15,68,4/6/2009,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/11/2008,,"insert into Date_Dimension values(20090411, '2009-4-11',6, 11, 467, 'Saturday', 'Sat', 'n', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-11')"
20090412,4/12/2009,7,12,468,Sunday,Sun,n,15,68,4/6/2009,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/12/2008,,"insert into Date_Dimension values(20090412, '2009-4-12',7, 12, 468, 'Sunday', 'Sun', 'n', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-12')"
20090413,4/13/2009,1,13,469,Monday,Mon,y,16,69,4/13/2009,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/13/2008,,"insert into Date_Dimension values(20090413, '2009-4-13',1, 13, 469, 'Monday', 'Mon', 'y', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-13')"
20090414,4/14/2009,2,14,470,Tuesday,Tue,y,16,69,4/13/2009,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/14/2008,,"insert into Date_Dimension values(20090414, '2009-4-14',2, 14, 470, 'Tuesday', 'Tue', 'y', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-14')"
20090415,4/15/2009,3,15,471,Wednesday,Wed,y,16,69,4/13/2009,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/15/2008,,"insert into Date_Dimension values(20090415, '2009-4-15',3, 15, 471, 'Wednesday', 'Wed', 'y', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-15')"
20090416,4/16/2009,4,16,472,Thursday,Thu,y,16,69,4/13/2009,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/16/2008,,"insert into Date_Dimension values(20090416, '2009-4-16',4, 16, 472, 'Thursday', 'Thu', 'y', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-16')"
20090417,4/17/2009,5,17,473,Friday,Fri,y,16,69,4/13/2009,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/17/2008,,"insert into Date_Dimension values(20090417, '2009-4-17',5, 17, 473, 'Friday', 'Fri', 'y', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-17')"
20090418,4/18/2009,6,18,474,Saturday,Sat,n,16,69,4/13/2009,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/18/2008,,"insert into Date_Dimension values(20090418, '2009-4-18',6, 18, 474, 'Saturday', 'Sat', 'n', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-18')"
20090419,4/19/2009,7,19,475,Sunday,Sun,n,16,69,4/13/2009,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/19/2008,,"insert into Date_Dimension values(20090419, '2009-4-19',7, 19, 475, 'Sunday', 'Sun', 'n', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-19')"
20090420,4/20/2009,1,20,476,Monday,Mon,y,17,70,4/20/2009,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/20/2008,,"insert into Date_Dimension values(20090420, '2009-4-20',1, 20, 476, 'Monday', 'Mon', 'y', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-20')"
20090421,4/21/2009,2,21,477,Tuesday,Tue,y,17,70,4/20/2009,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/21/2008,,"insert into Date_Dimension values(20090421, '2009-4-21',2, 21, 477, 'Tuesday', 'Tue', 'y', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-21')"
20090422,4/22/2009,3,22,478,Wednesday,Wed,y,17,70,4/20/2009,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/22/2008,,"insert into Date_Dimension values(20090422, '2009-4-22',3, 22, 478, 'Wednesday', 'Wed', 'y', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-22')"
20090423,4/23/2009,4,23,479,Thursday,Thu,y,17,70,4/20/2009,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/23/2008,,"insert into Date_Dimension values(20090423, '2009-4-23',4, 23, 479, 'Thursday', 'Thu', 'y', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-23')"
20090424,4/24/2009,5,24,480,Friday,Fri,y,17,70,4/20/2009,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/24/2008,,"insert into Date_Dimension values(20090424, '2009-4-24',5, 24, 480, 'Friday', 'Fri', 'y', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-24')"
20090425,4/25/2009,6,25,481,Saturday,Sat,n,17,70,4/20/2009,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/25/2008,,"insert into Date_Dimension values(20090425, '2009-4-25',6, 25, 481, 'Saturday', 'Sat', 'n', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-25')"
20090426,4/26/2009,7,26,482,Sunday,Sun,n,17,70,4/20/2009,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/26/2008,,"insert into Date_Dimension values(20090426, '2009-4-26',7, 26, 482, 'Sunday', 'Sun', 'n', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-26')"
20090427,4/27/2009,1,27,483,Monday,Mon,y,18,71,4/27/2009,20090427,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/27/2008,,"insert into Date_Dimension values(20090427, '2009-4-27',1, 27, 483, 'Monday', 'Mon', 'y', 18, 71, '2009-4-27', 20090427, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-27')"
20090428,4/28/2009,2,28,484,Tuesday,Tue,y,18,71,4/27/2009,20090427,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/28/2008,,"insert into Date_Dimension values(20090428, '2009-4-28',2, 28, 484, 'Tuesday', 'Tue', 'y', 18, 71, '2009-4-27', 20090427, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-28')"
20090429,4/29/2009,3,29,485,Wednesday,Wed,y,18,71,4/27/2009,20090427,4,16,April,Apr,2,2009,200904,10,4,2009,n,4/29/2008,,"insert into Date_Dimension values(20090429, '2009-4-29',3, 29, 485, 'Wednesday', 'Wed', 'y', 18, 71, '2009-4-27', 20090427, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-29')"
20090430,4/30/2009,4,30,486,Thursday,Thu,y,18,71,4/27/2009,20090427,4,16,April,Apr,2,2009,200904,10,4,2009,y,4/30/2008,,"insert into Date_Dimension values(20090430, '2009-4-30',4, 30, 486, 'Thursday', 'Thu', 'y', 18, 71, '2009-4-27', 20090427, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'y', '2008-4-30')"
20090501,5/1/2009,5,1,487,Friday,Fri,y,18,71,4/27/2009,20090427,5,17,May,May,2,2009,200905,11,4,2009,n,5/1/2008,,"insert into Date_Dimension values(20090501, '2009-5-1',5, 1, 487, 'Friday', 'Fri', 'y', 18, 71, '2009-4-27', 20090427, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-1')"
20090502,5/2/2009,6,2,488,Saturday,Sat,n,18,71,4/27/2009,20090427,5,17,May,May,2,2009,200905,11,4,2009,n,5/2/2008,,"insert into Date_Dimension values(20090502, '2009-5-2',6, 2, 488, 'Saturday', 'Sat', 'n', 18, 71, '2009-4-27', 20090427, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-2')"
20090503,5/3/2009,7,3,489,Sunday,Sun,n,18,71,4/27/2009,20090427,5,17,May,May,2,2009,200905,11,4,2009,n,5/3/2008,,"insert into Date_Dimension values(20090503, '2009-5-3',7, 3, 489, 'Sunday', 'Sun', 'n', 18, 71, '2009-4-27', 20090427, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-3')"
20090504,5/4/2009,1,4,490,Monday,Mon,y,19,72,5/4/2009,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,5/4/2008,,"insert into Date_Dimension values(20090504, '2009-5-4',1, 4, 490, 'Monday', 'Mon', 'y', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-4')"
20090505,5/5/2009,2,5,491,Tuesday,Tue,y,19,72,5/4/2009,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,5/5/2008,,"insert into Date_Dimension values(20090505, '2009-5-5',2, 5, 491, 'Tuesday', 'Tue', 'y', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-5')"
20090506,5/6/2009,3,6,492,Wednesday,Wed,y,19,72,5/4/2009,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,5/6/2008,,"insert into Date_Dimension values(20090506, '2009-5-6',3, 6, 492, 'Wednesday', 'Wed', 'y', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-6')"
20090507,5/7/2009,4,7,493,Thursday,Thu,y,19,72,5/4/2009,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,5/7/2008,,"insert into Date_Dimension values(20090507, '2009-5-7',4, 7, 493, 'Thursday', 'Thu', 'y', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-7')"
20090508,5/8/2009,5,8,494,Friday,Fri,y,19,72,5/4/2009,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,5/8/2008,,"insert into Date_Dimension values(20090508, '2009-5-8',5, 8, 494, 'Friday', 'Fri', 'y', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-8')"
20090509,5/9/2009,6,9,495,Saturday,Sat,n,19,72,5/4/2009,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,5/9/2008,,"insert into Date_Dimension values(20090509, '2009-5-9',6, 9, 495, 'Saturday', 'Sat', 'n', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-9')"
20090510,5/10/2009,7,10,496,Sunday,Sun,n,19,72,5/4/2009,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,5/10/2008,,"insert into Date_Dimension values(20090510, '2009-5-10',7, 10, 496, 'Sunday', 'Sun', 'n', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-10')"
20090511,5/11/2009,1,11,497,Monday,Mon,y,20,73,5/11/2009,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,5/11/2008,,"insert into Date_Dimension values(20090511, '2009-5-11',1, 11, 497, 'Monday', 'Mon', 'y', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-11')"
20090512,5/12/2009,2,12,498,Tuesday,Tue,y,20,73,5/11/2009,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,5/12/2008,,"insert into Date_Dimension values(20090512, '2009-5-12',2, 12, 498, 'Tuesday', 'Tue', 'y', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-12')"
20090513,5/13/2009,3,13,499,Wednesday,Wed,y,20,73,5/11/2009,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,5/13/2008,,"insert into Date_Dimension values(20090513, '2009-5-13',3, 13, 499, 'Wednesday', 'Wed', 'y', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-13')"
20090514,5/14/2009,4,14,500,Thursday,Thu,y,20,73,5/11/2009,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,5/14/2008,,"insert into Date_Dimension values(20090514, '2009-5-14',4, 14, 500, 'Thursday', 'Thu', 'y', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-14')"
20090515,5/15/2009,5,15,501,Friday,Fri,y,20,73,5/11/2009,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,5/15/2008,,"insert into Date_Dimension values(20090515, '2009-5-15',5, 15, 501, 'Friday', 'Fri', 'y', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-15')"
20090516,5/16/2009,6,16,502,Saturday,Sat,n,20,73,5/11/2009,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,5/16/2008,,"insert into Date_Dimension values(20090516, '2009-5-16',6, 16, 502, 'Saturday', 'Sat', 'n', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-16')"
20090517,5/17/2009,7,17,503,Sunday,Sun,n,20,73,5/11/2009,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,5/17/2008,,"insert into Date_Dimension values(20090517, '2009-5-17',7, 17, 503, 'Sunday', 'Sun', 'n', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-17')"
20090518,5/18/2009,1,18,504,Monday,Mon,y,21,74,5/18/2009,20090518,5,17,May,May,2,2009,200905,11,4,2009,n,5/18/2008,,"insert into Date_Dimension values(20090518, '2009-5-18',1, 18, 504, 'Monday', 'Mon', 'y', 21, 74, '2009-5-18', 20090518, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-18')"
20090519,5/19/2009,2,19,505,Tuesday,Tue,y,21,74,5/18/2009,20090518,5,17,May,May,2,2009,200905,11,4,2009,n,5/19/2008,,"insert into Date_Dimension values(20090519, '2009-5-19',2, 19, 505, 'Tuesday', 'Tue', 'y', 21, 74, '2009-5-18', 20090518, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-19')"
20090520,5/20/2009,3,20,506,Wednesday,Wed,y,21,74,5/18/2009,20090518,5,17,May,May,2,2009,200905,11,4,2009,n,5/20/2008,,"insert into Date_Dimension values(20090520, '2009-5-20',3, 20, 506, 'Wednesday', 'Wed', 'y', 21, 74, '2009-5-18', 20090518, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-20')"
20090521,5/21/2009,4,21,507,Thursday,Thu,y,21,74,5/18/2009,20090518,5,17,May,May,2,2009,200905,11,4,2009,n,5/21/2008,,"insert into Date_Dimension values(20090521, '2009-5-21',4, 21, 507, 'Thursday', 'Thu', 'y', 21, 74, '2009-5-18', 20090518, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-21')"
20090522,5/22/2009,5,22,508,Friday,Fri,y,21,74,5/18/2009,20090518,5,17,May,May,2,2009,200905,11,4,2009,n,5/22/2008,,"insert into Date_Dimension values(20090522, '2009-5-22',5, 22, 508, 'Friday', 'Fri', 'y', 21, 74, '2009-5-18', 20090518, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-22')"
20090523,5/23/2009,6,23,509,Saturday,Sat,n,21,74,5/18/2009,20090518,5,17,May,May,2,2009,200905,11,4,2009,n,5/23/2008,,"insert into Date_Dimension values(20090523, '2009-5-23',6, 23, 509, 'Saturday', 'Sat', 'n', 21, 74, '2009-5-18', 20090518, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-23')"
20090524,5/24/2009,7,24,510,Sunday,Sun,n,21,74,5/18/2009,20090518,5,17,May,May,2,2009,200905,11,4,2009,n,5/24/2008,,"insert into Date_Dimension values(20090524, '2009-5-24',7, 24, 510, 'Sunday', 'Sun', 'n', 21, 74, '2009-5-18', 20090518, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-24')"
20090525,5/25/2009,1,25,511,Monday,Mon,y,22,75,5/25/2009,20090525,5,17,May,May,2,2009,200905,11,4,2009,n,5/25/2008,,"insert into Date_Dimension values(20090525, '2009-5-25',1, 25, 511, 'Monday', 'Mon', 'y', 22, 75, '2009-5-25', 20090525, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-25')"
20090526,5/26/2009,2,26,512,Tuesday,Tue,y,22,75,5/25/2009,20090525,5,17,May,May,2,2009,200905,11,4,2009,n,5/26/2008,,"insert into Date_Dimension values(20090526, '2009-5-26',2, 26, 512, 'Tuesday', 'Tue', 'y', 22, 75, '2009-5-25', 20090525, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-26')"
20090527,5/27/2009,3,27,513,Wednesday,Wed,y,22,75,5/25/2009,20090525,5,17,May,May,2,2009,200905,11,4,2009,n,5/27/2008,,"insert into Date_Dimension values(20090527, '2009-5-27',3, 27, 513, 'Wednesday', 'Wed', 'y', 22, 75, '2009-5-25', 20090525, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-27')"
20090528,5/28/2009,4,28,514,Thursday,Thu,y,22,75,5/25/2009,20090525,5,17,May,May,2,2009,200905,11,4,2009,n,5/28/2008,,"insert into Date_Dimension values(20090528, '2009-5-28',4, 28, 514, 'Thursday', 'Thu', 'y', 22, 75, '2009-5-25', 20090525, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-28')"
20090529,5/29/2009,5,29,515,Friday,Fri,y,22,75,5/25/2009,20090525,5,17,May,May,2,2009,200905,11,4,2009,n,5/29/2008,,"insert into Date_Dimension values(20090529, '2009-5-29',5, 29, 515, 'Friday', 'Fri', 'y', 22, 75, '2009-5-25', 20090525, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-29')"
20090530,5/30/2009,6,30,516,Saturday,Sat,n,22,75,5/25/2009,20090525,5,17,May,May,2,2009,200905,11,4,2009,n,5/30/2008,,"insert into Date_Dimension values(20090530, '2009-5-30',6, 30, 516, 'Saturday', 'Sat', 'n', 22, 75, '2009-5-25', 20090525, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-30')"
20090531,5/31/2009,7,31,517,Sunday,Sun,n,22,75,5/25/2009,20090525,5,17,May,May,2,2009,200905,11,4,2009,y,5/31/2008,,"insert into Date_Dimension values(20090531, '2009-5-31',7, 31, 517, 'Sunday', 'Sun', 'n', 22, 75, '2009-5-25', 20090525, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'y', '2008-5-31')"
20090601,6/1/2009,1,1,518,Monday,Mon,y,23,76,6/1/2009,20090601,6,18,June,Jun,2,2009,200906,12,4,2009,n,6/1/2008,,"insert into Date_Dimension values(20090601, '2009-6-1',1, 1, 518, 'Monday', 'Mon', 'y', 23, 76, '2009-6-1', 20090601, 6, 18, 'June', 'Jun', 2, 2009, 200906, 12, 4, 2009, 'n', '2008-6-1')"
20090602,6/2/2009,2,2,519,Tuesday,Tue,y,23,76,6/1/2009,20090601,6,18,June,Jun,2,2009,200906,12,4,2009,n,6/2/2008,,"insert into Date_Dimension values(20090602, '2009-6-2',2, 2, 519, 'Tuesday', 'Tue', 'y', 23, 76, '2009-6-1', 20090601, 6, 18, 'June', 'Jun', 2, 2009, 200906, 12, 4, 2009, 'n', '2008-6-2')"
20090603,6/3/2009,3,3,520,Wednesday,Wed,y,23,76,6/1/2009,20090601,6,18,June,Jun,2,2009,200906,12,4,2009,n,6/3/2008,,"insert into Date_Dimension values(20090603, '2009-6-3',3, 3, 520, 'Wednesday', 'Wed', 'y', 23, 76, '2009-6-1', 20090601, 6, 18, 'June', 'Jun', 2, 2009, 200906, 12, 4, 2009, 'n', '2008-6-3')"
20090604,6/4/2009,4,4,521,Thursday,Thu,y,23,76,6/1/2009,20090601,6,18,June,Jun,2,2009,200906,12,4,2009,n,6/4/2008,,"insert into Date_Dimension values(20090604, '2009-6-4',4, 4, 521, 'Thursday', 'Thu', 'y', 23, 76, '2009-6-1', 20090601, 6, 18, 'June', 'Jun', 2, 2009, 200906, 12, 4, 2009, 'n', '2008-6-4')"
20090605,6/5/2009,5,5,522,Friday,Fri,y,23,76,6/1/2009,20090601,6,18,June,Jun,2,2009,200906,12,4,2009,n,6/5/2008,,"insert into Date_Dimension values(20090605, '2009-6-5',5, 5, 522, 'Friday', 'Fri', 'y', 23, 76, '2009-6-1', 20090601, 6, 18, 'June', 'Jun', 2, 2009, 200906, 12, 4, 2009, 'n', '2008-6-5')"
20090606,6/6/2009,6,6,523,Saturday,Sat,n,23,76,6/1/2009,20090601,6,18,June,Jun,2,2009,200906,12,4,2009,n,6/6/2008,,"insert into Date_Dimension values(20090606, '2009-6-6',6, 6, 523, 'Saturday', 'Sat', 'n', 23, 76, '2009-6-1', 20090601, 6, 18, 'June', 'Jun', 2, 2009, 200906, 12, 4, 2009, 'n', '2008-6-6')"
20090607,6/7/2009,7,7,524,Sunday,Sun,n,23,76,6/1/2009,20090601,6,18,June,Jun,2,2009,200906,12,4,2009,n,6/7/2008,,"insert into Date_Dimension values(20090607, '2009-6-7',7, 7, 524, 'Sunday', 'Sun', 'n', 23, 76, '2009-6-1', 20090601, 6, 18, 'June', 'Jun', 2, 2009, 200906, 12, 4, 2009, 'n', '2008-6-7')"
20090608,6/8/2009,1,8,525,Monday,Mon,y,24,77,6/8/2009,20090608,6,18,June,Jun,2,2009,200906,12,4,2009,n,6/8/2008,,"insert into Date_Dimension values(20090608, '2009-6-8',1, 8, 525, 'Monday', 'Mon', 'y', 24, 77, '2009-6-8', 20090608, 6, 18, 'June', 'Jun', 2, 2009, 200906, 12, 4, 2009, 'n', '2008-6-8')"
20090609,6/9/2009,2,9,526,Tuesday,Tue,y,24,77,6/8/2009,20090608,6,18,June,Jun,2,2009,200906,12,4,2009,n,6/9/2008,,"insert into Date_Dimension values(20090609, '2009-6-9',2, 9, 526, 'Tuesday', 'Tue', 'y', 24, 77, '2009-6-8', 20090608, 6, 18, 'June', 'Jun', 2, 2009, 200906, 12, 4, 2009, 'n', '2008-6-9')"
20090610,6/10/2009,3,10,527,Wednesday,Wed,y,24,77,6/8/2009,20090608,6,18,June,Jun,2,2009,200906,12,4,2009,n,6/10/2008,,"insert into Date_Dimension values(20090610, '2009-6-10',3, 10, 527, 'Wednesday', 'Wed', 'y', 24, 77, '2009-6-8', 20090608, 6, 18, 'June', 'Jun', 2, 2009, 200906, 12, 4, 2009, 'n', '2008-6-10')"
20090611,6/11/2009,4,11,528,Thursday,Thu,y,24,77,6/8/2009,20090608,6,18,June,Jun,2,2009,200906,12,4,2009,n,6/11/2008,,"insert into Date_Dimension values(20090611, '2009-6-11',4, 11, 528, 'Thursday', 'Thu', 'y', 24, 77, '2009-6-8', 20090608, 6, 18, 'June', 'Jun', 2, 2009, 200906, 12, 4, 2009, 'n', '2008-6-11')"
20090612,6/12/2009,5,12,529,Friday,Fri,y,24,77,6/8/2009,20090608,6,18,June,Jun,2,2009,200906,12,4,2009,n,6/12/2008,,"insert into Date_Dimension values(20090612, '2009-6-12',5, 12, 529, 'Friday', 'Fri', 'y', 24, 77, '2009-6-8', 20090608, 6, 18, 'June', 'Jun', 2, 2009, 200906, 12, 4, 2009, 'n', '2008-6-12')"
20090613,6/13/2009,6,13,530,Saturday,Sat,n,24,77,6/8/2009,20090608,6,18,June,Jun,2,2009,200906,12,4,2009,n,6/13/2008,,"insert into Date_Dimension values(20090613, '2009-6-13',6, 13, 530, 'Saturday', 'Sat', 'n', 24, 77, '2009-6-8', 20090608, 6, 18, 'June', 'Jun', 2, 2009, 200906, 12, 4, 2009, 'n', '2008-6-13')"
