date key,full date,day of week,day num in month,day num overall,day name,day abbrev,weekday flag,week num in year,week num overall,week begin date,week begin date key,month,month num overall,month name,month abbrev,quarter,year,yearmo,fiscal month,fiscal quarter,fiscal year,last day in month flag,same day year ago,,table insert statement
20110828,8/28/2011,7,28,1336,Sunday,Sun,n,35,194,8/22/2011,20110822,8,44,August,Aug,3,2011,201108,2,1,2012,n,8/28/2010,,"insert into Date_Dimension values(20110828, '2011-8-28',7, 28, 1336, 'Sunday', 'Sun', 'n', 35, 194, '2011-8-22', 20110822, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-28')"
20110829,8/29/2011,1,29,1337,Monday,Mon,y,36,195,8/29/2011,20110829,8,44,August,Aug,3,2011,201108,2,1,2012,n,8/29/2010,,"insert into Date_Dimension values(20110829, '2011-8-29',1, 29, 1337, 'Monday', 'Mon', 'y', 36, 195, '2011-8-29', 20110829, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-29')"
20110830,8/30/2011,2,30,1338,Tuesday,Tue,y,36,195,8/29/2011,20110829,8,44,August,Aug,3,2011,201108,2,1,2012,n,8/30/2010,,"insert into Date_Dimension values(20110830, '2011-8-30',2, 30, 1338, 'Tuesday', 'Tue', 'y', 36, 195, '2011-8-29', 20110829, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-30')"
20110831,8/31/2011,3,31,1339,Wednesday,Wed,y,36,195,8/29/2011,20110829,8,44,August,Aug,3,2011,201108,2,1,2012,y,8/31/2010,,"insert into Date_Dimension values(20110831, '2011-8-31',3, 31, 1339, 'Wednesday', 'Wed', 'y', 36, 195, '2011-8-29', 20110829, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'y', '2010-8-31')"
20110901,9/1/2011,4,1,1340,Thursday,Thu,y,36,195,8/29/2011,20110829,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/1/2010,,"insert into Date_Dimension values(20110901, '2011-9-1',4, 1, 1340, 'Thursday', 'Thu', 'y', 36, 195, '2011-8-29', 20110829, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-1')"
20110902,9/2/2011,5,2,1341,Friday,Fri,y,36,195,8/29/2011,20110829,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/2/2010,,"insert into Date_Dimension values(20110902, '2011-9-2',5, 2, 1341, 'Friday', 'Fri', 'y', 36, 195, '2011-8-29', 20110829, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-2')"
20110903,9/3/2011,6,3,1342,Saturday,Sat,n,36,195,8/29/2011,20110829,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/3/2010,,"insert into Date_Dimension values(20110903, '2011-9-3',6, 3, 1342, 'Saturday', 'Sat', 'n', 36, 195, '2011-8-29', 20110829, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-3')"
20110904,9/4/2011,7,4,1343,Sunday,Sun,n,36,195,8/29/2011,20110829,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/4/2010,,"insert into Date_Dimension values(20110904, '2011-9-4',7, 4, 1343, 'Sunday', 'Sun', 'n', 36, 195, '2011-8-29', 20110829, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-4')"
20110905,9/5/2011,1,5,1344,Monday,Mon,y,37,196,9/5/2011,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/5/2010,,"insert into Date_Dimension values(20110905, '2011-9-5',1, 5, 1344, 'Monday', 'Mon', 'y', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-5')"
20110906,9/6/2011,2,6,1345,Tuesday,Tue,y,37,196,9/5/2011,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/6/2010,,"insert into Date_Dimension values(20110906, '2011-9-6',2, 6, 1345, 'Tuesday', 'Tue', 'y', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-6')"
20110907,9/7/2011,3,7,1346,Wednesday,Wed,y,37,196,9/5/2011,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/7/2010,,"insert into Date_Dimension values(20110907, '2011-9-7',3, 7, 1346, 'Wednesday', 'Wed', 'y', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-7')"
20110908,9/8/2011,4,8,1347,Thursday,Thu,y,37,196,9/5/2011,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/8/2010,,"insert into Date_Dimension values(20110908, '2011-9-8',4, 8, 1347, 'Thursday', 'Thu', 'y', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-8')"
20110909,9/9/2011,5,9,1348,Friday,Fri,y,37,196,9/5/2011,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/9/2010,,"insert into Date_Dimension values(20110909, '2011-9-9',5, 9, 1348, 'Friday', 'Fri', 'y', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-9')"
20110910,9/10/2011,6,10,1349,Saturday,Sat,n,37,196,9/5/2011,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/10/2010,,"insert into Date_Dimension values(20110910, '2011-9-10',6, 10, 1349, 'Saturday', 'Sat', 'n', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-10')"
20110911,9/11/2011,7,11,1350,Sunday,Sun,n,37,196,9/5/2011,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/11/2010,,"insert into Date_Dimension values(20110911, '2011-9-11',7, 11, 1350, 'Sunday', 'Sun', 'n', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-11')"
20110912,9/12/2011,1,12,1351,Monday,Mon,y,38,197,9/12/2011,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/12/2010,,"insert into Date_Dimension values(20110912, '2011-9-12',1, 12, 1351, 'Monday', 'Mon', 'y', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-12')"
20110913,9/13/2011,2,13,1352,Tuesday,Tue,y,38,197,9/12/2011,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/13/2010,,"insert into Date_Dimension values(20110913, '2011-9-13',2, 13, 1352, 'Tuesday', 'Tue', 'y', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-13')"
20110914,9/14/2011,3,14,1353,Wednesday,Wed,y,38,197,9/12/2011,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/14/2010,,"insert into Date_Dimension values(20110914, '2011-9-14',3, 14, 1353, 'Wednesday', 'Wed', 'y', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-14')"
20110915,9/15/2011,4,15,1354,Thursday,Thu,y,38,197,9/12/2011,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/15/2010,,"insert into Date_Dimension values(20110915, '2011-9-15',4, 15, 1354, 'Thursday', 'Thu', 'y', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-15')"
20110916,9/16/2011,5,16,1355,Friday,Fri,y,38,197,9/12/2011,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/16/2010,,"insert into Date_Dimension values(20110916, '2011-9-16',5, 16, 1355, 'Friday', 'Fri', 'y', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-16')"
20110917,9/17/2011,6,17,1356,Saturday,Sat,n,38,197,9/12/2011,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/17/2010,,"insert into Date_Dimension values(20110917, '2011-9-17',6, 17, 1356, 'Saturday', 'Sat', 'n', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-17')"
20110918,9/18/2011,7,18,1357,Sunday,Sun,n,38,197,9/12/2011,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/18/2010,,"insert into Date_Dimension values(20110918, '2011-9-18',7, 18, 1357, 'Sunday', 'Sun', 'n', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-18')"
20110919,9/19/2011,1,19,1358,Monday,Mon,y,39,198,9/19/2011,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/19/2010,,"insert into Date_Dimension values(20110919, '2011-9-19',1, 19, 1358, 'Monday', 'Mon', 'y', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-19')"
20110920,9/20/2011,2,20,1359,Tuesday,Tue,y,39,198,9/19/2011,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/20/2010,,"insert into Date_Dimension values(20110920, '2011-9-20',2, 20, 1359, 'Tuesday', 'Tue', 'y', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-20')"
20110921,9/21/2011,3,21,1360,Wednesday,Wed,y,39,198,9/19/2011,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/21/2010,,"insert into Date_Dimension values(20110921, '2011-9-21',3, 21, 1360, 'Wednesday', 'Wed', 'y', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-21')"
20110922,9/22/2011,4,22,1361,Thursday,Thu,y,39,198,9/19/2011,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/22/2010,,"insert into Date_Dimension values(20110922, '2011-9-22',4, 22, 1361, 'Thursday', 'Thu', 'y', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-22')"
20110923,9/23/2011,5,23,1362,Friday,Fri,y,39,198,9/19/2011,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/23/2010,,"insert into Date_Dimension values(20110923, '2011-9-23',5, 23, 1362, 'Friday', 'Fri', 'y', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-23')"
20110924,9/24/2011,6,24,1363,Saturday,Sat,n,39,198,9/19/2011,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/24/2010,,"insert into Date_Dimension values(20110924, '2011-9-24',6, 24, 1363, 'Saturday', 'Sat', 'n', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-24')"
20110925,9/25/2011,7,25,1364,Sunday,Sun,n,39,198,9/19/2011,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/25/2010,,"insert into Date_Dimension values(20110925, '2011-9-25',7, 25, 1364, 'Sunday', 'Sun', 'n', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-25')"
20110926,9/26/2011,1,26,1365,Monday,Mon,y,40,199,9/26/2011,20110926,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/26/2010,,"insert into Date_Dimension values(20110926, '2011-9-26',1, 26, 1365, 'Monday', 'Mon', 'y', 40, 199, '2011-9-26', 20110926, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-26')"
20110927,9/27/2011,2,27,1366,Tuesday,Tue,y,40,199,9/26/2011,20110926,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/27/2010,,"insert into Date_Dimension values(20110927, '2011-9-27',2, 27, 1366, 'Tuesday', 'Tue', 'y', 40, 199, '2011-9-26', 20110926, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-27')"
20110928,9/28/2011,3,28,1367,Wednesday,Wed,y,40,199,9/26/2011,20110926,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/28/2010,,"insert into Date_Dimension values(20110928, '2011-9-28',3, 28, 1367, 'Wednesday', 'Wed', 'y', 40, 199, '2011-9-26', 20110926, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-28')"
20110929,9/29/2011,4,29,1368,Thursday,Thu,y,40,199,9/26/2011,20110926,9,45,September,Sep,3,2011,201109,3,1,2012,n,9/29/2010,,"insert into Date_Dimension values(20110929, '2011-9-29',4, 29, 1368, 'Thursday', 'Thu', 'y', 40, 199, '2011-9-26', 20110926, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-29')"
20110930,9/30/2011,5,30,1369,Friday,Fri,y,40,199,9/26/2011,20110926,9,45,September,Sep,3,2011,201109,3,1,2012,y,9/30/2010,,"insert into Date_Dimension values(20110930, '2011-9-30',5, 30, 1369, 'Friday', 'Fri', 'y', 40, 199, '2011-9-26', 20110926, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'y', '2010-9-30')"
20111001,10/1/2011,6,1,1370,Saturday,Sat,n,40,199,9/26/2011,20110926,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/1/2010,,"insert into Date_Dimension values(20111001, '2011-10-1',6, 1, 1370, 'Saturday', 'Sat', 'n', 40, 199, '2011-9-26', 20110926, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-1')"
20111002,10/2/2011,7,2,1371,Sunday,Sun,n,40,199,9/26/2011,20110926,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/2/2010,,"insert into Date_Dimension values(20111002, '2011-10-2',7, 2, 1371, 'Sunday', 'Sun', 'n', 40, 199, '2011-9-26', 20110926, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-2')"
20111003,10/3/2011,1,3,1372,Monday,Mon,y,41,200,10/3/2011,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/3/2010,,"insert into Date_Dimension values(20111003, '2011-10-3',1, 3, 1372, 'Monday', 'Mon', 'y', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-3')"
20111004,10/4/2011,2,4,1373,Tuesday,Tue,y,41,200,10/3/2011,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/4/2010,,"insert into Date_Dimension values(20111004, '2011-10-4',2, 4, 1373, 'Tuesday', 'Tue', 'y', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-4')"
20111005,10/5/2011,3,5,1374,Wednesday,Wed,y,41,200,10/3/2011,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/5/2010,,"insert into Date_Dimension values(20111005, '2011-10-5',3, 5, 1374, 'Wednesday', 'Wed', 'y', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-5')"
20111006,10/6/2011,4,6,1375,Thursday,Thu,y,41,200,10/3/2011,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/6/2010,,"insert into Date_Dimension values(20111006, '2011-10-6',4, 6, 1375, 'Thursday', 'Thu', 'y', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-6')"
20111007,10/7/2011,5,7,1376,Friday,Fri,y,41,200,10/3/2011,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/7/2010,,"insert into Date_Dimension values(20111007, '2011-10-7',5, 7, 1376, 'Friday', 'Fri', 'y', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-7')"
20111008,10/8/2011,6,8,1377,Saturday,Sat,n,41,200,10/3/2011,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/8/2010,,"insert into Date_Dimension values(20111008, '2011-10-8',6, 8, 1377, 'Saturday', 'Sat', 'n', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-8')"
20111009,10/9/2011,7,9,1378,Sunday,Sun,n,41,200,10/3/2011,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/9/2010,,"insert into Date_Dimension values(20111009, '2011-10-9',7, 9, 1378, 'Sunday', 'Sun', 'n', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-9')"
20111010,10/10/2011,1,10,1379,Monday,Mon,y,42,201,10/10/2011,20111010,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/10/2010,,"insert into Date_Dimension values(20111010, '2011-10-10',1, 10, 1379, 'Monday', 'Mon', 'y', 42, 201, '2011-10-10', 20111010, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-10')"
20111011,10/11/2011,2,11,1380,Tuesday,Tue,y,42,201,10/10/2011,20111010,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/11/2010,,"insert into Date_Dimension values(20111011, '2011-10-11',2, 11, 1380, 'Tuesday', 'Tue', 'y', 42, 201, '2011-10-10', 20111010, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-11')"
20111012,10/12/2011,3,12,1381,Wednesday,Wed,y,42,201,10/10/2011,20111010,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/12/2010,,"insert into Date_Dimension values(20111012, '2011-10-12',3, 12, 1381, 'Wednesday', 'Wed', 'y', 42, 201, '2011-10-10', 20111010, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-12')"
20111013,10/13/2011,4,13,1382,Thursday,Thu,y,42,201,10/10/2011,20111010,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/13/2010,,"insert into Date_Dimension values(20111013, '2011-10-13',4, 13, 1382, 'Thursday', 'Thu', 'y', 42, 201, '2011-10-10', 20111010, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-13')"
20111014,10/14/2011,5,14,1383,Friday,Fri,y,42,201,10/10/2011,20111010,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/14/2010,,"insert into Date_Dimension values(20111014, '2011-10-14',5, 14, 1383, 'Friday', 'Fri', 'y', 42, 201, '2011-10-10', 20111010, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-14')"
20111015,10/15/2011,6,15,1384,Saturday,Sat,n,42,201,10/10/2011,20111010,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/15/2010,,"insert into Date_Dimension values(20111015, '2011-10-15',6, 15, 1384, 'Saturday', 'Sat', 'n', 42, 201, '2011-10-10', 20111010, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-15')"
20111016,10/16/2011,7,16,1385,Sunday,Sun,n,42,201,10/10/2011,20111010,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/16/2010,,"insert into Date_Dimension values(20111016, '2011-10-16',7, 16, 1385, 'Sunday', 'Sun', 'n', 42, 201, '2011-10-10', 20111010, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-16')"
20111017,10/17/2011,1,17,1386,Monday,Mon,y,43,202,10/17/2011,20111017,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/17/2010,,"insert into Date_Dimension values(20111017, '2011-10-17',1, 17, 1386, 'Monday', 'Mon', 'y', 43, 202, '2011-10-17', 20111017, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-17')"
20111018,10/18/2011,2,18,1387,Tuesday,Tue,y,43,202,10/17/2011,20111017,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/18/2010,,"insert into Date_Dimension values(20111018, '2011-10-18',2, 18, 1387, 'Tuesday', 'Tue', 'y', 43, 202, '2011-10-17', 20111017, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-18')"
20111019,10/19/2011,3,19,1388,Wednesday,Wed,y,43,202,10/17/2011,20111017,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/19/2010,,"insert into Date_Dimension values(20111019, '2011-10-19',3, 19, 1388, 'Wednesday', 'Wed', 'y', 43, 202, '2011-10-17', 20111017, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-19')"
20111020,10/20/2011,4,20,1389,Thursday,Thu,y,43,202,10/17/2011,20111017,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/20/2010,,"insert into Date_Dimension values(20111020, '2011-10-20',4, 20, 1389, 'Thursday', 'Thu', 'y', 43, 202, '2011-10-17', 20111017, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-20')"
20111021,10/21/2011,5,21,1390,Friday,Fri,y,43,202,10/17/2011,20111017,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/21/2010,,"insert into Date_Dimension values(20111021, '2011-10-21',5, 21, 1390, 'Friday', 'Fri', 'y', 43, 202, '2011-10-17', 20111017, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-21')"
20111022,10/22/2011,6,22,1391,Saturday,Sat,n,43,202,10/17/2011,20111017,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/22/2010,,"insert into Date_Dimension values(20111022, '2011-10-22',6, 22, 1391, 'Saturday', 'Sat', 'n', 43, 202, '2011-10-17', 20111017, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-22')"
20111023,10/23/2011,7,23,1392,Sunday,Sun,n,43,202,10/17/2011,20111017,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/23/2010,,"insert into Date_Dimension values(20111023, '2011-10-23',7, 23, 1392, 'Sunday', 'Sun', 'n', 43, 202, '2011-10-17', 20111017, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-23')"
20111024,10/24/2011,1,24,1393,Monday,Mon,y,44,203,10/24/2011,20111024,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/24/2010,,"insert into Date_Dimension values(20111024, '2011-10-24',1, 24, 1393, 'Monday', 'Mon', 'y', 44, 203, '2011-10-24', 20111024, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-24')"
20111025,10/25/2011,2,25,1394,Tuesday,Tue,y,44,203,10/24/2011,20111024,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/25/2010,,"insert into Date_Dimension values(20111025, '2011-10-25',2, 25, 1394, 'Tuesday', 'Tue', 'y', 44, 203, '2011-10-24', 20111024, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-25')"
20111026,10/26/2011,3,26,1395,Wednesday,Wed,y,44,203,10/24/2011,20111024,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/26/2010,,"insert into Date_Dimension values(20111026, '2011-10-26',3, 26, 1395, 'Wednesday', 'Wed', 'y', 44, 203, '2011-10-24', 20111024, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-26')"
20111027,10/27/2011,4,27,1396,Thursday,Thu,y,44,203,10/24/2011,20111024,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/27/2010,,"insert into Date_Dimension values(20111027, '2011-10-27',4, 27, 1396, 'Thursday', 'Thu', 'y', 44, 203, '2011-10-24', 20111024, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-27')"
20111028,10/28/2011,5,28,1397,Friday,Fri,y,44,203,10/24/2011,20111024,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/28/2010,,"insert into Date_Dimension values(20111028, '2011-10-28',5, 28, 1397, 'Friday', 'Fri', 'y', 44, 203, '2011-10-24', 20111024, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-28')"
20111029,10/29/2011,6,29,1398,Saturday,Sat,n,44,203,10/24/2011,20111024,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/29/2010,,"insert into Date_Dimension values(20111029, '2011-10-29',6, 29, 1398, 'Saturday', 'Sat', 'n', 44, 203, '2011-10-24', 20111024, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-29')"
20111030,10/30/2011,7,30,1399,Sunday,Sun,n,44,203,10/24/2011,20111024,10,46,October,Oct,4,2011,201110,4,2,2012,n,10/30/2010,,"insert into Date_Dimension values(20111030, '2011-10-30',7, 30, 1399, 'Sunday', 'Sun', 'n', 44, 203, '2011-10-24', 20111024, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-30')"
20111031,10/31/2011,1,31,1400,Monday,Mon,y,45,204,10/31/2011,20111031,10,46,October,Oct,4,2011,201110,4,2,2012,y,10/31/2010,,"insert into Date_Dimension values(20111031, '2011-10-31',1, 31, 1400, 'Monday', 'Mon', 'y', 45, 204, '2011-10-31', 20111031, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'y', '2010-10-31')"
20111101,11/1/2011,2,1,1401,Tuesday,Tue,y,45,204,10/31/2011,20111031,11,47,November,Nov,4,2011,201111,5,2,2012,n,11/1/2010,,"insert into Date_Dimension values(20111101, '2011-11-1',2, 1, 1401, 'Tuesday', 'Tue', 'y', 45, 204, '2011-10-31', 20111031, 11, 47, 'November', 'Nov', 4, 2011, 201111, 5, 2, 2012, 'n', '2010-11-1')"
20111102,11/2/2011,3,2,1402,Wednesday,Wed,y,45,204,10/31/2011,20111031,11,47,November,Nov,4,2011,201111,5,2,2012,n,11/2/2010,,"insert into Date_Dimension values(20111102, '2011-11-2',3, 2, 1402, 'Wednesday', 'Wed', 'y', 45, 204, '2011-10-31', 20111031, 11, 47, 'November', 'Nov', 4, 2011, 201111, 5, 2, 2012, 'n', '2010-11-2')"
20111103,11/3/2011,4,3,1403,Thursday,Thu,y,45,204,10/31/2011,20111031,11,47,November,Nov,4,2011,201111,5,2,2012,n,11/3/2010,,"insert into Date_Dimension values(20111103, '2011-11-3',4, 3, 1403, 'Thursday', 'Thu', 'y', 45, 204, '2011-10-31', 20111031, 11, 47, 'November', 'Nov', 4, 2011, 201111, 5, 2, 2012, 'n', '2010-11-3')"
20111104,11/4/2011,5,4,1404,Friday,Fri,y,45,204,10/31/2011,20111031,11,47,November,Nov,4,2011,201111,5,2,2012,n,11/4/2010,,"insert into Date_Dimension values(20111104, '2011-11-4',5, 4, 1404, 'Friday', 'Fri', 'y', 45, 204, '2011-10-31', 20111031, 11, 47, 'November', 'Nov', 4, 2011, 201111, 5, 2, 2012, 'n', '2010-11-4')"
